chrom	start	end	region	is_bad_bin	log2_insulation_score_50000	n_valid_pixels_50000	log2_insulation_score_100000	n_valid_pixels_100000	log2_insulation_score_150000	n_valid_pixels_150000	log2_insulation_score_200000	n_valid_pixels_200000	log2_insulation_score_300000	n_valid_pixels_300000	boundary_strength_300000	boundary_strength_100000	boundary_strength_200000	boundary_strength_50000	boundary_strength_150000	is_boundary_50000	is_boundary_100000	is_boundary_150000	is_boundary_200000	is_boundary_300000
chr2	0	10000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	10000	20000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	20000	30000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	30000	40000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	40000	50000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	50000	60000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	60000	70000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	70000	80000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	80000	90000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	90000	100000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	100000	110000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	110000	120000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	120000	130000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	130000	140000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	140000	150000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	150000	160000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	160000	170000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	170000	180000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	180000	190000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	190000	200000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	200000	210000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	210000	220000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	220000	230000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	230000	240000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	240000	250000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	250000	260000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	260000	270000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	270000	280000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	280000	290000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	290000	300000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	300000	310000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	310000	320000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	320000	330000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	330000	340000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	340000	350000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	350000	360000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	360000	370000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	370000	380000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	380000	390000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	390000	400000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	400000	410000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	410000	420000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	420000	430000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	430000	440000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	440000	450000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	450000	460000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	460000	470000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	470000	480000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	480000	490000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	490000	500000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	500000	510000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	510000	520000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	520000	530000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	530000	540000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	540000	550000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	550000	560000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
chr2	560000	570000	chr2	True	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	0.0	nan	nan	nan	nan	nan	False	False	False	False	False
